NO.,UNICODE,UTF8
0605,0x4E1C,utf8:E4-B8-9C:东
0606,0x4E1D,utf8:E4-B8-9D:丝
0607,0x4E1E,utf8:E4-B8-9E:丞
0608,0x4E22,utf8:E4-B8-A2:丢
0609,0x4E24,utf8:E4-B8-A4:两
0610,0x4E25,utf8:E4-B8-A5:严
0611,0x4E27,utf8:E4-B8-A7:丧
0612,0x4E28,utf8:E4-B8-A8:丨
0613,0x4E2A,utf8:E4-B8-AA:个
0614,0x4E2B,utf8:E4-B8-AB:丫
0615,0x4E2C,utf8:E4-B8-AC:丬
0616,0x4E2D,utf8:E4-B8-AD:中
0617,0x4E30,utf8:E4-B8-B0:丰
0618,0x4E32,utf8:E4-B8-B2:串
0619,0x4E34,utf8:E4-B8-B4:临
0620,0x4E36,utf8:E4-B8-B6:丶
0621,0x4E38,utf8:E4-B8-B8:丸
0622,0x4E39,utf8:E4-B8-B9:丹
0623,0x4E3A,utf8:E4-B8-BA:为
0624,0x4E3B,utf8:E4-B8-BB:主
0625,0x4E3D,utf8:E4-B8-BD:丽
0626,0x4E3E,utf8:E4-B8-BE:举
0627,0x4E3F,utf8:E4-B8-BF:丿
0628,0x4E43,utf8:E4-B9-83:乃
0629,0x4E45,utf8:E4-B9-85:久
0630,0x4E47,utf8:E4-B9-87:乇
0631,0x4E48,utf8:E4-B9-88:么
0632,0x4E49,utf8:E4-B9-89:义
0633,0x4E4B,utf8:E4-B9-8B:之
0634,0x4E4C,utf8:E4-B9-8C:乌
0635,0x4E4D,utf8:E4-B9-8D:乍
0636,0x4E4E,utf8:E4-B9-8E:乎
0637,0x4E4F,utf8:E4-B9-8F:乏
0638,0x4E50,utf8:E4-B9-90:乐
0639,0x4E52,utf8:E4-B9-92:乒
0640,0x4E53,utf8:E4-B9-93:乓
0641,0x4E54,utf8:E4-B9-94:乔
0642,0x4E56,utf8:E4-B9-96:乖
0643,0x4E58,utf8:E4-B9-98:乘
0644,0x4E59,utf8:E4-B9-99:乙
0645,0x4E5C,utf8:E4-B9-9C:乜
0646,0x4E5D,utf8:E4-B9-9D:九
0647,0x4E5E,utf8:E4-B9-9E:乞
0648,0x4E5F,utf8:E4-B9-9F:也
0649,0x4E60,utf8:E4-B9-A0:习
0650,0x4E61,utf8:E4-B9-A1:乡
0651,0x4E66,utf8:E4-B9-A6:书
0652,0x4E69,utf8:E4-B9-A9:乩
0653,0x4E70,utf8:E4-B9-B0:买
0654,0x4E71,utf8:E4-B9-B1:乱
0655,0x4E73,utf8:E4-B9-B3:乳
0656,0x4E7E,utf8:E4-B9-BE:乾
0657,0x4E86,utf8:E4-BA-86:了
0658,0x4E88,utf8:E4-BA-88:予
0659,0x4E89,utf8:E4-BA-89:争
0660,0x4E8B,utf8:E4-BA-8B:事
0661,0x4E8C,utf8:E4-BA-8C:二
0662,0x4E8D,utf8:E4-BA-8D:亍
0663,0x4E8E,utf8:E4-BA-8E:于
0664,0x4E8F,utf8:E4-BA-8F:亏
0665,0x4E91,utf8:E4-BA-91:云
0666,0x4E92,utf8:E4-BA-92:互
0667,0x4E93,utf8:E4-BA-93:亓
0668,0x4E94,utf8:E4-BA-94:五
0669,0x4E95,utf8:E4-BA-95:井
0670,0x4E98,utf8:E4-BA-98:亘
0671,0x4E9A,utf8:E4-BA-9A:亚
0672,0x4E9B,utf8:E4-BA-9B:些
0673,0x4E9F,utf8:E4-BA-9F:亟
0674,0x4EA0,utf8:E4-BA-A0:亠
0675,0x4EA1,utf8:E4-BA-A1:亡
0676,0x4EA2,utf8:E4-BA-A2:亢
0677,0x4EA4,utf8:E4-BA-A4:交
0678,0x4EA5,utf8:E4-BA-A5:亥
0679,0x4EA6,utf8:E4-BA-A6:亦
0680,0x4EA7,utf8:E4-BA-A7:产
0681,0x4EA8,utf8:E4-BA-A8:亨
0682,0x4EA9,utf8:E4-BA-A9:亩
0683,0x4EAB,utf8:E4-BA-AB:享
0684,0x4EAC,utf8:E4-BA-AC:京
0685,0x4EAD,utf8:E4-BA-AD:亭
0686,0x4EAE,utf8:E4-BA-AE:亮
0687,0x4EB2,utf8:E4-BA-B2:亲
0688,0x4EB3,utf8:E4-BA-B3:亳
0689,0x4EB5,utf8:E4-BA-B5:亵
0690,0x4EBA,utf8:E4-BA-BA:人
0691,0x4EBB,utf8:E4-BA-BB:亻
0692,0x4EBF,utf8:E4-BA-BF:亿
0693,0x4EC0,utf8:E4-BB-80:什
0694,0x4EC1,utf8:E4-BB-81:仁
0695,0x4EC2,utf8:E4-BB-82:仂
0696,0x4EC3,utf8:E4-BB-83:仃
0697,0x4EC4,utf8:E4-BB-84:仄
0698,0x4EC5,utf8:E4-BB-85:仅
0699,0x4EC6,utf8:E4-BB-86:仆
0700,0x4EC7,utf8:E4-BB-87:仇
0701,0x4EC9,utf8:E4-BB-89:仉
0702,0x4ECA,utf8:E4-BB-8A:今
0703,0x4ECB,utf8:E4-BB-8B:介
0704,0x4ECD,utf8:E4-BB-8D:仍
0705,0x4ECE,utf8:E4-BB-8E:从
0706,0x4ED1,utf8:E4-BB-91:仑
0707,0x4ED3,utf8:E4-BB-93:仓
0708,0x4ED4,utf8:E4-BB-94:仔
0709,0x4ED5,utf8:E4-BB-95:仕
0710,0x4ED6,utf8:E4-BB-96:他
0711,0x4ED7,utf8:E4-BB-97:仗
0712,0x4ED8,utf8:E4-BB-98:付
0713,0x4ED9,utf8:E4-BB-99:仙
0714,0x4EDD,utf8:E4-BB-9D:仝
0715,0x4EDE,utf8:E4-BB-9E:仞
0716,0x4EDF,utf8:E4-BB-9F:仟
0717,0x4EE1,utf8:E4-BB-A1:仡
0718,0x4EE3,utf8:E4-BB-A3:代
0719,0x4EE4,utf8:E4-BB-A4:令
0720,0x4EE5,utf8:E4-BB-A5:以
0721,0x4EE8,utf8:E4-BB-A8:仨
0722,0x4EEA,utf8:E4-BB-AA:仪
0723,0x4EEB,utf8:E4-BB-AB:仫
0724,0x4EEC,utf8:E4-BB-AC:们
0725,0x4EF0,utf8:E4-BB-B0:仰
0726,0x4EF2,utf8:E4-BB-B2:仲
0727,0x4EF3,utf8:E4-BB-B3:仳
0728,0x4EF5,utf8:E4-BB-B5:仵
0729,0x4EF6,utf8:E4-BB-B6:件
0730,0x4EF7,utf8:E4-BB-B7:价
0731,0x4EFB,utf8:E4-BB-BB:任
0732,0x4EFD,utf8:E4-BB-BD:份
0733,0x4EFF,utf8:E4-BB-BF:仿
0734,0x4F01,utf8:E4-BC-81:企
0735,0x4F09,utf8:E4-BC-89:伉
0736,0x4F0A,utf8:E4-BC-8A:伊
0737,0x4F0D,utf8:E4-BC-8D:伍
0738,0x4F0E,utf8:E4-BC-8E:伎
0739,0x4F0F,utf8:E4-BC-8F:伏
0740,0x4F10,utf8:E4-BC-90:伐
0741,0x4F11,utf8:E4-BC-91:休
0742,0x4F17,utf8:E4-BC-97:众
0743,0x4F18,utf8:E4-BC-98:优
0744,0x4F19,utf8:E4-BC-99:伙
0745,0x4F1A,utf8:E4-BC-9A:会
0746,0x4F1B,utf8:E4-BC-9B:伛
0747,0x4F1E,utf8:E4-BC-9E:伞
0748,0x4F1F,utf8:E4-BC-9F:伟
0749,0x4F20,utf8:E4-BC-A0:传
0750,0x4F22,utf8:E4-BC-A2:伢
0751,0x4F24,utf8:E4-BC-A4:伤
0752,0x4F25,utf8:E4-BC-A5:伥
0753,0x4F26,utf8:E4-BC-A6:伦
0754,0x4F27,utf8:E4-BC-A7:伧
0755,0x4F2A,utf8:E4-BC-AA:伪
0756,0x4F2B,utf8:E4-BC-AB:伫
0757,0x4F2F,utf8:E4-BC-AF:伯
0758,0x4F30,utf8:E4-BC-B0:估
0759,0x4F32,utf8:E4-BC-B2:伲
0760,0x4F34,utf8:E4-BC-B4:伴
0761,0x4F36,utf8:E4-BC-B6:伶
0762,0x4F38,utf8:E4-BC-B8:伸
0763,0x4F3A,utf8:E4-BC-BA:伺
0764,0x4F3C,utf8:E4-BC-BC:似
0765,0x4F3D,utf8:E4-BC-BD:伽
0766,0x4F43,utf8:E4-BD-83:佃
0767,0x4F46,utf8:E4-BD-86:但
0768,0x4F4D,utf8:E4-BD-8D:位
0769,0x4F4E,utf8:E4-BD-8E:低
0770,0x4F4F,utf8:E4-BD-8F:住
0771,0x4F50,utf8:E4-BD-90:佐
0772,0x4F51,utf8:E4-BD-91:佑
0773,0x4F53,utf8:E4-BD-93:体
0774,0x4F55,utf8:E4-BD-95:何
0775,0x4F57,utf8:E4-BD-97:佗
0776,0x4F58,utf8:E4-BD-98:佘
0777,0x4F59,utf8:E4-BD-99:余
0778,0x4F5A,utf8:E4-BD-9A:佚
0779,0x4F5B,utf8:E4-BD-9B:佛
0780,0x4F5C,utf8:E4-BD-9C:作
0781,0x4F5D,utf8:E4-BD-9D:佝
0782,0x4F5E,utf8:E4-BD-9E:佞
0783,0x4F5F,utf8:E4-BD-9F:佟
0784,0x4F60,utf8:E4-BD-A0:你
0785,0x4F63,utf8:E4-BD-A3:佣
0786,0x4F64,utf8:E4-BD-A4:佤
0787,0x4F65,utf8:E4-BD-A5:佥
0788,0x4F67,utf8:E4-BD-A7:佧
0789,0x4F69,utf8:E4-BD-A9:佩
0790,0x4F6C,utf8:E4-BD-AC:佬
0791,0x4F6F,utf8:E4-BD-AF:佯
0792,0x4F70,utf8:E4-BD-B0:佰
0793,0x4F73,utf8:E4-BD-B3:佳
0794,0x4F74,utf8:E4-BD-B4:佴
0795,0x4F76,utf8:E4-BD-B6:佶
0796,0x4F7B,utf8:E4-BD-BB:佻
0797,0x4F7C,utf8:E4-BD-BC:佼
0798,0x4F7E,utf8:E4-BD-BE:佾
0799,0x4F7F,utf8:E4-BD-BF:使
0800,0x4F83,utf8:E4-BE-83:侃
0801,0x4F84,utf8:E4-BE-84:侄
0802,0x4F88,utf8:E4-BE-88:侈
0803,0x4F89,utf8:E4-BE-89:侉
0804,0x4F8B,utf8:E4-BE-8B:例
0805,0x4F8D,utf8:E4-BE-8D:侍
0806,0x4F8F,utf8:E4-BE-8F:侏
0807,0x4F91,utf8:E4-BE-91:侑
0808,0x4F94,utf8:E4-BE-94:侔
0809,0x4F97,utf8:E4-BE-97:侗
0810,0x4F9B,utf8:E4-BE-9B:供
0811,0x4F9D,utf8:E4-BE-9D:依
0812,0x4FA0,utf8:E4-BE-A0:侠
0813,0x4FA3,utf8:E4-BE-A3:侣
0814,0x4FA5,utf8:E4-BE-A5:侥
0815,0x4FA6,utf8:E4-BE-A6:侦
0816,0x4FA7,utf8:E4-BE-A7:侧
0817,0x4FA8,utf8:E4-BE-A8:侨
0818,0x4FA9,utf8:E4-BE-A9:侩
0819,0x4FAA,utf8:E4-BE-AA:侪
0820,0x4FAC,utf8:E4-BE-AC:侬
0821,0x4FAE,utf8:E4-BE-AE:侮
0822,0x4FAF,utf8:E4-BE-AF:侯
0823,0x4FB5,utf8:E4-BE-B5:侵
0824,0x4FBF,utf8:E4-BE-BF:便
0825,0x4FC3,utf8:E4-BF-83:促
0826,0x4FC4,utf8:E4-BF-84:俄
0827,0x4FC5,utf8:E4-BF-85:俅
0828,0x4FCA,utf8:E4-BF-8A:俊
0829,0x4FCE,utf8:E4-BF-8E:俎
0830,0x4FCF,utf8:E4-BF-8F:俏
0831,0x4FD0,utf8:E4-BF-90:俐
0832,0x4FD1,utf8:E4-BF-91:俑
0833,0x4FD7,utf8:E4-BF-97:俗
0834,0x4FD8,utf8:E4-BF-98:俘
0835,0x4FDA,utf8:E4-BF-9A:俚
0836,0x4FDC,utf8:E4-BF-9C:俜
0837,0x4FDD,utf8:E4-BF-9D:保
0838,0x4FDE,utf8:E4-BF-9E:俞
0839,0x4FDF,utf8:E4-BF-9F:俟
0840,0x4FE1,utf8:E4-BF-A1:信
0841,0x4FE3,utf8:E4-BF-A3:俣
0842,0x4FE6,utf8:E4-BF-A6:俦
0843,0x4FE8,utf8:E4-BF-A8:俨
0844,0x4FE9,utf8:E4-BF-A9:俩
0845,0x4FEA,utf8:E4-BF-AA:俪
0846,0x4FED,utf8:E4-BF-AD:俭
0847,0x4FEE,utf8:E4-BF-AE:修
0848,0x4FEF,utf8:E4-BF-AF:俯
0849,0x4FF1,utf8:E4-BF-B1:俱
0850,0x4FF3,utf8:E4-BF-B3:俳
0851,0x4FF8,utf8:E4-BF-B8:俸
0852,0x4FFA,utf8:E4-BF-BA:俺
0853,0x4FFE,utf8:E4-BF-BE:俾
0854,0x500C,utf8:E5-80-8C:倌
0855,0x500D,utf8:E5-80-8D:倍
0856,0x500F,utf8:E5-80-8F:倏
0857,0x5012,utf8:E5-80-92:倒
0858,0x5014,utf8:E5-80-94:倔
0859,0x5018,utf8:E5-80-98:倘
0860,0x5019,utf8:E5-80-99:候
0861,0x501A,utf8:E5-80-9A:倚
0862,0x501C,utf8:E5-80-9C:倜
0863,0x501F,utf8:E5-80-9F:借
0864,0x5021,utf8:E5-80-A1:倡
0865,0x5025,utf8:E5-80-A5:倥
0866,0x5026,utf8:E5-80-A6:倦
0867,0x5028,utf8:E5-80-A8:倨
0868,0x5029,utf8:E5-80-A9:倩
0869,0x502A,utf8:E5-80-AA:倪
0870,0x502C,utf8:E5-80-AC:倬
0871,0x502D,utf8:E5-80-AD:倭
0872,0x502E,utf8:E5-80-AE:倮
0873,0x503A,utf8:E5-80-BA:债
0874,0x503C,utf8:E5-80-BC:值
0875,0x503E,utf8:E5-80-BE:倾
0876,0x5043,utf8:E5-81-83:偃
0877,0x5047,utf8:E5-81-87:假
0878,0x5048,utf8:E5-81-88:偈
0879,0x504C,utf8:E5-81-8C:偌
0880,0x504E,utf8:E5-81-8E:偎
0881,0x504F,utf8:E5-81-8F:偏
0882,0x5055,utf8:E5-81-95:偕
0883,0x505A,utf8:E5-81-9A:做
0884,0x505C,utf8:E5-81-9C:停
0885,0x5065,utf8:E5-81-A5:健
0886,0x506C,utf8:E5-81-AC:偬
0887,0x5076,utf8:E5-81-B6:偶
0888,0x5077,utf8:E5-81-B7:偷
0889,0x507B,utf8:E5-81-BB:偻
0890,0x507E,utf8:E5-81-BE:偾
0891,0x507F,utf8:E5-81-BF:偿
0892,0x5080,utf8:E5-82-80:傀
0893,0x5085,utf8:E5-82-85:傅
0894,0x5088,utf8:E5-82-88:傈
0895,0x508D,utf8:E5-82-8D:傍
0896,0x50A3,utf8:E5-82-A3:傣
0897,0x50A5,utf8:E5-82-A5:傥
0898,0x50A7,utf8:E5-82-A7:傧
0899,0x50A8,utf8:E5-82-A8:储
0900,0x50A9,utf8:E5-82-A9:傩
0901,0x50AC,utf8:E5-82-AC:催
0902,0x50B2,utf8:E5-82-B2:傲
0903,0x50BA,utf8:E5-82-BA:傺
0904,0x50BB,utf8:E5-82-BB:傻
0905,0x50CF,utf8:E5-83-8F:像
0906,0x50D6,utf8:E5-83-96:僖
0907,0x50DA,utf8:E5-83-9A:僚
0908,0x50E6,utf8:E5-83-A6:僦
0909,0x50E7,utf8:E5-83-A7:僧
0910,0x50EC,utf8:E5-83-AC:僬
0911,0x50ED,utf8:E5-83-AD:僭
0912,0x50EE,utf8:E5-83-AE:僮
0913,0x50F3,utf8:E5-83-B3:僳
0914,0x50F5,utf8:E5-83-B5:僵
0915,0x50FB,utf8:E5-83-BB:僻
0916,0x5106,utf8:E5-84-86:儆
0917,0x5107,utf8:E5-84-87:儇
0918,0x510B,utf8:E5-84-8B:儋
0919,0x5112,utf8:E5-84-92:儒
0920,0x5121,utf8:E5-84-A1:儡
0921,0x513F,utf8:E5-84-BF:儿
0922,0x5140,utf8:E5-85-80:兀
0923,0x5141,utf8:E5-85-81:允
0924,0x5143,utf8:E5-85-83:元
0925,0x5144,utf8:E5-85-84:兄
0926,0x5145,utf8:E5-85-85:充
0927,0x5146,utf8:E5-85-86:兆
0928,0x5148,utf8:E5-85-88:先
0929,0x5149,utf8:E5-85-89:光
0930,0x514B,utf8:E5-85-8B:克
0931,0x514D,utf8:E5-85-8D:免
0932,0x5151,utf8:E5-85-91:兑
0933,0x5154,utf8:E5-85-94:兔
0934,0x5155,utf8:E5-85-95:兕
0935,0x5156,utf8:E5-85-96:兖
0936,0x515A,utf8:E5-85-9A:党
0937,0x515C,utf8:E5-85-9C:兜
0938,0x5162,utf8:E5-85-A2:兢
0939,0x5165,utf8:E5-85-A5:入
0940,0x5168,utf8:E5-85-A8:全
0941,0x516B,utf8:E5-85-AB:八
0942,0x516C,utf8:E5-85-AC:公
0943,0x516D,utf8:E5-85-AD:六
0944,0x516E,utf8:E5-85-AE:兮
0945,0x5170,utf8:E5-85-B0:兰
0946,0x5171,utf8:E5-85-B1:共
0947,0x5173,utf8:E5-85-B3:关
0948,0x5174,utf8:E5-85-B4:兴
0949,0x5175,utf8:E5-85-B5:兵
0950,0x5176,utf8:E5-85-B6:其
0951,0x5177,utf8:E5-85-B7:具
0952,0x5178,utf8:E5-85-B8:典
0953,0x5179,utf8:E5-85-B9:兹
0954,0x517B,utf8:E5-85-BB:养
0955,0x517C,utf8:E5-85-BC:兼
0956,0x517D,utf8:E5-85-BD:兽
0957,0x5180,utf8:E5-86-80:冀
0958,0x5181,utf8:E5-86-81:冁
0959,0x5182,utf8:E5-86-82:冂
0960,0x5185,utf8:E5-86-85:内
0961,0x5188,utf8:E5-86-88:冈
0962,0x5189,utf8:E5-86-89:冉
0963,0x518C,utf8:E5-86-8C:册
0964,0x518D,utf8:E5-86-8D:再
0965,0x5192,utf8:E5-86-92:冒
0966,0x5195,utf8:E5-86-95:冕
0967,0x5196,utf8:E5-86-96:冖
0968,0x5197,utf8:E5-86-97:冗
0969,0x5199,utf8:E5-86-99:写
0970,0x519B,utf8:E5-86-9B:军
0971,0x519C,utf8:E5-86-9C:农
0972,0x51A0,utf8:E5-86-A0:冠
0973,0x51A2,utf8:E5-86-A2:冢
0974,0x51A4,utf8:E5-86-A4:冤
0975,0x51A5,utf8:E5-86-A5:冥
0976,0x51AB,utf8:E5-86-AB:冫
0977,0x51AC,utf8:E5-86-AC:冬
0978,0x51AF,utf8:E5-86-AF:冯
0979,0x51B0,utf8:E5-86-B0:冰
0980,0x51B1,utf8:E5-86-B1:冱
0981,0x51B2,utf8:E5-86-B2:冲
0982,0x51B3,utf8:E5-86-B3:决
0983,0x51B5,utf8:E5-86-B5:况
0984,0x51B6,utf8:E5-86-B6:冶
0985,0x51B7,utf8:E5-86-B7:冷
0986,0x51BB,utf8:E5-86-BB:冻
0987,0x51BC,utf8:E5-86-BC:冼
0988,0x51BD,utf8:E5-86-BD:冽
0989,0x51C0,utf8:E5-87-80:净
0990,0x51C4,utf8:E5-87-84:凄
0991,0x51C6,utf8:E5-87-86:准
0992,0x51C7,utf8:E5-87-87:凇
0993,0x51C9,utf8:E5-87-89:凉
0994,0x51CB,utf8:E5-87-8B:凋
0995,0x51CC,utf8:E5-87-8C:凌
0996,0x51CF,utf8:E5-87-8F:减
0997,0x51D1,utf8:E5-87-91:凑
0998,0x51DB,utf8:E5-87-9B:凛
0999,0x51DD,utf8:E5-87-9D:凝
1000,0x51E0,utf8:E5-87-A0:几
1001,0x51E1,utf8:E5-87-A1:凡
1002,0x51E4,utf8:E5-87-A4:凤
1003,0x51EB,utf8:E5-87-AB:凫
1004,0x51ED,utf8:E5-87-AD:凭
1005,0x51EF,utf8:E5-87-AF:凯
1006,0x51F0,utf8:E5-87-B0:凰
1007,0x51F3,utf8:E5-87-B3:凳
1008,0x51F5,utf8:E5-87-B5:凵
1009,0x51F6,utf8:E5-87-B6:凶
1010,0x51F8,utf8:E5-87-B8:凸
1011,0x51F9,utf8:E5-87-B9:凹
1012,0x51FA,utf8:E5-87-BA:出
1013,0x51FB,utf8:E5-87-BB:击
1014,0x51FC,utf8:E5-87-BC:凼
1015,0x51FD,utf8:E5-87-BD:函
1016,0x51FF,utf8:E5-87-BF:凿
1017,0x5200,utf8:E5-88-80:刀
1018,0x5201,utf8:E5-88-81:刁
1019,0x5202,utf8:E5-88-82:刂
1020,0x5203,utf8:E5-88-83:刃
1021,0x5206,utf8:E5-88-86:分
1022,0x5207,utf8:E5-88-87:切
1023,0x5208,utf8:E5-88-88:刈
1024,0x520A,utf8:E5-88-8A:刊
1025,0x520D,utf8:E5-88-8D:刍
1026,0x520E,utf8:E5-88-8E:刎
1027,0x5211,utf8:E5-88-91:刑
1028,0x5212,utf8:E5-88-92:划
1029,0x5216,utf8:E5-88-96:刖
1030,0x5217,utf8:E5-88-97:列
1031,0x5218,utf8:E5-88-98:刘
1032,0x5219,utf8:E5-88-99:则
1033,0x521A,utf8:E5-88-9A:刚
1034,0x521B,utf8:E5-88-9B:创
1035,0x521D,utf8:E5-88-9D:初
1036,0x5220,utf8:E5-88-A0:删
1037,0x5224,utf8:E5-88-A4:判
1038,0x5228,utf8:E5-88-A8:刨
1039,0x5229,utf8:E5-88-A9:利
1040,0x522B,utf8:E5-88-AB:别
1041,0x522D,utf8:E5-88-AD:刭
1042,0x522E,utf8:E5-88-AE:刮
1043,0x5230,utf8:E5-88-B0:到
1044,0x5233,utf8:E5-88-B3:刳
1045,0x5236,utf8:E5-88-B6:制
1046,0x5237,utf8:E5-88-B7:刷
1047,0x5238,utf8:E5-88-B8:券
1048,0x5239,utf8:E5-88-B9:刹
1049,0x523A,utf8:E5-88-BA:刺
1050,0x523B,utf8:E5-88-BB:刻
1051,0x523D,utf8:E5-88-BD:刽
1052,0x523F,utf8:E5-88-BF:刿
1053,0x5240,utf8:E5-89-80:剀
1054,0x5241,utf8:E5-89-81:剁
1055,0x5242,utf8:E5-89-82:剂
1056,0x5243,utf8:E5-89-83:剃
1057,0x524A,utf8:E5-89-8A:削
1058,0x524C,utf8:E5-89-8C:剌
1059,0x524D,utf8:E5-89-8D:前
1060,0x5250,utf8:E5-89-90:剐
1061,0x5251,utf8:E5-89-91:剑
1062,0x5254,utf8:E5-89-94:剔
1063,0x5256,utf8:E5-89-96:剖
1064,0x525C,utf8:E5-89-9C:剜
1065,0x525E,utf8:E5-89-9E:剞
1066,0x5261,utf8:E5-89-A1:剡
1067,0x5265,utf8:E5-89-A5:剥
1068,0x5267,utf8:E5-89-A7:剧
1069,0x5269,utf8:E5-89-A9:剩
1070,0x526A,utf8:E5-89-AA:剪
1071,0x526F,utf8:E5-89-AF:副
1072,0x5272,utf8:E5-89-B2:割
1073,0x527D,utf8:E5-89-BD:剽
1074,0x527F,utf8:E5-89-BF:剿
1075,0x5281,utf8:E5-8A-81:劁
1076,0x5282,utf8:E5-8A-82:劂
1077,0x5288,utf8:E5-8A-88:劈
1078,0x5290,utf8:E5-8A-90:劐
1079,0x5293,utf8:E5-8A-93:劓
1080,0x529B,utf8:E5-8A-9B:力
1081,0x529D,utf8:E5-8A-9D:劝
1082,0x529E,utf8:E5-8A-9E:办
1083,0x529F,utf8:E5-8A-9F:功
1084,0x52A0,utf8:E5-8A-A0:加
1085,0x52A1,utf8:E5-8A-A1:务
1086,0x52A2,utf8:E5-8A-A2:劢
1087,0x52A3,utf8:E5-8A-A3:劣
1088,0x52A8,utf8:E5-8A-A8:动
1089,0x52A9,utf8:E5-8A-A9:助
1090,0x52AA,utf8:E5-8A-AA:努
1091,0x52AB,utf8:E5-8A-AB:劫
1092,0x52AC,utf8:E5-8A-AC:劬
1093,0x52AD,utf8:E5-8A-AD:劭
1094,0x52B1,utf8:E5-8A-B1:励
1095,0x52B2,utf8:E5-8A-B2:劲
1096,0x52B3,utf8:E5-8A-B3:劳
1097,0x52BE,utf8:E5-8A-BE:劾
1098,0x52BF,utf8:E5-8A-BF:势
1099,0x52C3,utf8:E5-8B-83:勃
1100,0x52C7,utf8:E5-8B-87:勇
1101,0x52C9,utf8:E5-8B-89:勉
1102,0x52CB,utf8:E5-8B-8B:勋
1103,0x52D0,utf8:E5-8B-90:勐
1104,0x52D2,utf8:E5-8B-92:勒
1105,0x52D6,utf8:E5-8B-96:勖
1106,0x52D8,utf8:E5-8B-98:勘
1107,0x52DF,utf8:E5-8B-9F:募
1108,0x52E4,utf8:E5-8B-A4:勤
1109,0x52F0,utf8:E5-8B-B0:勰
1110,0x52F9,utf8:E5-8B-B9:勹
1111,0x52FA,utf8:E5-8B-BA:勺
1112,0x52FE,utf8:E5-8B-BE:勾
1113,0x52FF,utf8:E5-8B-BF:勿
1114,0x5300,utf8:E5-8C-80:匀
1115,0x5305,utf8:E5-8C-85:包
1116,0x5306,utf8:E5-8C-86:匆
1117,0x5308,utf8:E5-8C-88:匈
1118,0x530D,utf8:E5-8C-8D:匍
1119,0x530F,utf8:E5-8C-8F:匏
1120,0x5310,utf8:E5-8C-90:匐
1121,0x5315,utf8:E5-8C-95:匕
1122,0x5316,utf8:E5-8C-96:化
1123,0x5317,utf8:E5-8C-97:北
1124,0x5319,utf8:E5-8C-99:匙
1125,0x531A,utf8:E5-8C-9A:匚
1126,0x531D,utf8:E5-8C-9D:匝
1127,0x5320,utf8:E5-8C-A0:匠
1128,0x5321,utf8:E5-8C-A1:匡
1129,0x5323,utf8:E5-8C-A3:匣
1130,0x5326,utf8:E5-8C-A6:匦
1131,0x532A,utf8:E5-8C-AA:匪
1132,0x532E,utf8:E5-8C-AE:匮
1133,0x5339,utf8:E5-8C-B9:匹
1134,0x533A,utf8:E5-8C-BA:区
1135,0x533B,utf8:E5-8C-BB:医
1136,0x533E,utf8:E5-8C-BE:匾
1137,0x533F,utf8:E5-8C-BF:匿
1138,0x5341,utf8:E5-8D-81:十
1139,0x5343,utf8:E5-8D-83:千
1140,0x5345,utf8:E5-8D-85:卅
1141,0x5347,utf8:E5-8D-87:升
1142,0x5348,utf8:E5-8D-88:午
1143,0x5349,utf8:E5-8D-89:卉
1144,0x534A,utf8:E5-8D-8A:半
1145,0x534E,utf8:E5-8D-8E:华
1146,0x534F,utf8:E5-8D-8F:协
1147,0x5351,utf8:E5-8D-91:卑
1148,0x5352,utf8:E5-8D-92:卒
1149,0x5353,utf8:E5-8D-93:卓
1150,0x5355,utf8:E5-8D-95:单
1151,0x5356,utf8:E5-8D-96:卖
1152,0x5357,utf8:E5-8D-97:南
1153,0x535A,utf8:E5-8D-9A:博
1154,0x535C,utf8:E5-8D-9C:卜
1155,0x535E,utf8:E5-8D-9E:卞
1156,0x535F,utf8:E5-8D-9F:卟
1157,0x5360,utf8:E5-8D-A0:占
1158,0x5361,utf8:E5-8D-A1:卡
1159,0x5362,utf8:E5-8D-A2:卢
1160,0x5363,utf8:E5-8D-A3:卣
1161,0x5364,utf8:E5-8D-A4:卤
1162,0x5366,utf8:E5-8D-A6:卦
1163,0x5367,utf8:E5-8D-A7:卧
1164,0x5369,utf8:E5-8D-A9:卩
1165,0x536B,utf8:E5-8D-AB:卫
1166,0x536E,utf8:E5-8D-AE:卮
1167,0x536F,utf8:E5-8D-AF:卯
1168,0x5370,utf8:E5-8D-B0:印
1169,0x5371,utf8:E5-8D-B1:危
1170,0x5373,utf8:E5-8D-B3:即
1171,0x5374,utf8:E5-8D-B4:却
1172,0x5375,utf8:E5-8D-B5:卵
1173,0x5377,utf8:E5-8D-B7:卷
1174,0x5378,utf8:E5-8D-B8:卸
1175,0x537A,utf8:E5-8D-BA:卺
1176,0x537F,utf8:E5-8D-BF:卿
1177,0x5382,utf8:E5-8E-82:厂
1178,0x5384,utf8:E5-8E-84:厄
1179,0x5385,utf8:E5-8E-85:厅
1180,0x5386,utf8:E5-8E-86:历
1181,0x5389,utf8:E5-8E-89:厉
1182,0x538B,utf8:E5-8E-8B:压
1183,0x538C,utf8:E5-8E-8C:厌
1184,0x538D,utf8:E5-8E-8D:厍
1185,0x5395,utf8:E5-8E-95:厕
1186,0x5398,utf8:E5-8E-98:厘
1187,0x539A,utf8:E5-8E-9A:厚
1188,0x539D,utf8:E5-8E-9D:厝
1189,0x539F,utf8:E5-8E-9F:原
